"relative_path","size_bytes","sha256"
"code/observation_noise_experiment/models/intent_predictor.pt","157945","f4ed30fd319f482bcf09eedb5764bd0f24e0874b5ec5998798d8173d63974470"
"code/observation_noise_experiment/models/passive_predictor.pt","119219","f9ecb694d586550548509084878a3abb51085194fe5f6cf60fcc425606208b9a"
"code/observation_noise_experiment/models/residual_passive_predictor.pt","158229","0cad310e4b7bd250e23b8dd201866a9c2ef1e9cc1bd887e3156d200257ac6e76"
"code/observation_noise_experiment/source_snapshot/__init__.py","81","27447fc611155ec52cbfbe35bee9febbf16672b945808daf36540c82acc6e29d"
"code/observation_noise_experiment/source_snapshot/config.py","3892","f54f07cf49321ee915c112df7ed6508de814de5440f1dba2aa8660e553a4c3df"
"code/observation_noise_experiment/source_snapshot/dataset.py","8363","dd3eb8e8f75a5626c49ef3acc6ea7d369ceb30f986d2d007a26bc290c7ee3c2a"
"code/observation_noise_experiment/source_snapshot/evaluate.py","24846","833fa2c59477d29754d84b9a39b72de6c5a58d0e0d71007f422a093b3fcbe5aa"
"code/observation_noise_experiment/source_snapshot/models.py","8577","66e2c353aab7cea4cbc8f2d110c6edf397caa579b794502aeb78807f23febb45"
"code/observation_noise_experiment/source_snapshot/noise_stats.py","8143","de59b7a0f6ff3bc0244cd16de630b7c7d0bde92c19ccb9d716b8f4f82efb1244"
"code/observation_noise_experiment/source_snapshot/observation_noise.py","7119","87dd49cf1e3ee47b007da1d7c999d78fc28bbb15d899f3b1193e8494baf3622b"
"code/observation_noise_experiment/source_snapshot/run_observation_noise.py","17063","b7ad18b6ec98067fa36cf5599e99135c41bc3608262acc80a05597a7525d58f3"
"code/observation_noise_experiment/source_snapshot/scenarios.py","30948","5c993a1ca0a2e9df1b3d15466e11ebb8e86e13ef91aeeb7b0b035805ebfe5f83"
"code/observation_noise_experiment/source_snapshot/sim.py","23636","3dd18d81633734355172322622cb15b95a18ffb90c63cfe14fac81fc463c31e1"
"code/observation_noise_experiment/train_config.json","576","b6bffc7c002902824df3fd0261d9cc1af5683b1578ca819d2597e83d509a67d2"
"code/prediction_quality/run_prediction_quality.py","12258","d9308b5e7cda58c443819aaac1f8d2fd8b1bdba2d7ebe101c932daece39fedd2"
"code/ros2_metrics/capture_rviz_gui_from_guest.sh","6515","a3befc041df6e20f2fec50eaf043975794e259f13f5ef53fa62680a7ec05a9bf"
"code/ros2_metrics/FIG8_SOURCE_NOTE.txt","497","b8411450313f5f8a8ee7db35e06a226973f79b721b4828397f439d6aa43e6b43"
"code/ros2_metrics/icgp_scene.rviz","1216","37ad8ff7176f490ed22b08242f159b59860a9faf39d593e38f2ef94ee549836f"
"code/ros2_metrics/metrics.py","10974","831dba93b3b768649daf241bfca36fc5053fb29ea73452ed15abbcdcc9c9f0ec"
"code/ros2_metrics/metrics_exporter.py","3059","20a198ea8f25a70cd0ce4eadd08003a1d535755dff1466d14d67bee1bb68b1f7"
"code/ros2_metrics/rviz_scene_marker_node.py","10459","6ed235415723ad405724095dbaeb3c629660300cddb52152f999711f4bd1b4ee"
"code/ros2_metrics/trajectory_plot.py","4464","1c175d6fc496ceafb315eb11899ac967ebe4919c357ccff9bed06d9ed82a34ad"
"code/verify_archive.py","11373","2fdf127d9073a50d5d333cf61fc9ff632ec06d7b46fa6bc289e6bb721aa82163"
"data/autoregressive_observation_study/episode_results.csv","1108422","26f00c35251838550b8546f00d6b0634e8144cc72c423ac834b1e44691d3f771"
"data/autoregressive_observation_study/method_summary.csv","5444","158838cd08b0236cd1dd0992c43c75a56c6c58ec9020ceb784950b2be68f698f"
"data/autoregressive_observation_study/paired_deltas.csv","1588996","a222b05a2a8be7a148206daaf5b5c499255c59ad4445a62b5b3e8e2511de9c77"
"data/autoregressive_observation_study/paired_summary.csv","7386","b7bdd85d6363999f6c395bdcf06f3d7c0d442f00446737416aca6f4752e6e2f0"
"data/factorial_ablation/evaluation_manifest.json","2877","e1dabcf1cb5326bdfd15d3bf98cbcfebc9573f3fd9b8f6761c4fee12dd1f4f6e"
"data/factorial_ablation/factorial_interaction_deltas.csv","896329","80f03664a5d9ff69badc3000cd59c312bc7cfb0f084d6bbff1dc609ac9c63bf9"
"data/factorial_ablation/factorial_interaction_summary.csv","4174","472681da63f0b4214d0c67c33e04acfaaa8d9c5d1e94dc338e1d4108d953f58a"
"data/factorial_ablation/factorial_method_summary.csv","17785","803f3c6af090403f7e4bea96c77b8424c0a9bf7ae91f72fc38f34af6c1ac355d"
"data/factorial_ablation/factorial_paired_deltas.csv","4117785","337c7b6ff2027f2939dc0a759a4c0c2cd031681185dabf18b9f3861c255cca61"
"data/factorial_ablation/factorial_paired_summary.csv","19488","7a3679c8af74e83f7ffffda2990193e96f1aa5814ec53d11e9849f8c7691119e"
"data/factorial_ablation/factorial_results.csv","2447416","ef8931a27f35a0ea0f7b7bdd3c532c9d27fd299cbca623e598ecbeb66d28b1ee"
"data/factorial_ablation/models/plain_candidate.pt","119183","cbc0db3bb8bbfee886582a05036bda0cb6244f632bd628ae378eed625ea497a7"
"data/factorial_ablation/models/plain_zero.pt","119093","f70d946ef1e1faf8583651e6fc75c1873e01894d6591221875ee341b36677fa1"
"data/factorial_ablation/models/residual_candidate.pt","157989","75f20dba8f763c7a61e351b02b9a65757738986b3f9193017b1d3a2054c5098d"
"data/factorial_ablation/models/residual_zero.pt","157879","18ae96f34fe47a2024eddf185f4b5df72970aeccc06b30a3c63e05d09a4606c4"
"data/factorial_ablation/prediction_test_metrics.csv","711","d5d4a3ec7807549508cb7cae227f02308e31b31bb83865e58cd46d2c4cbc370e"
"data/factorial_ablation/shards/results_seed_000_004.csv","412277","5dd515c26ff763ab0b417236a41223c1986466645a9124380a7632a9f6b7e849"
"data/factorial_ablation/shards/results_seed_005_009.csv","411768","1fc36360b554212729c05e042035a31d4cf378d1c95c9b0e98f6b012f7ba2dab"
"data/factorial_ablation/shards/results_seed_010_014.csv","412312","40357a60c13aac915c948b0209e76b985ba59cf10df75f22e46103a2f9f6aca9"
"data/factorial_ablation/shards/results_seed_015_019.csv","412352","b3a004f60eeb1f6d1130208095f7ae36ea8b59c0013528c0f2f878018671c40b"
"data/factorial_ablation/shards/results_seed_020_024.csv","412712","df86f1736c2649cff6b9d04111e50ba96ef198c1b2a8ea24e877d1ca2763869c"
"data/factorial_ablation/shards/results_seed_025_029.csv","412397","e4fe398179fbc454f0c27649b9283128f0e2d318949242c81f6713c4c3f9fdef"
"data/factorial_ablation/training_dataset.npz","933228","9cb9f32df1f30aa9721ae503f6518178a012896ccc26a43a15a8be1101805754"
"data/factorial_ablation/training_history.csv","5260","b8c0636d8b698836444646ed98451d6f0a060f58a23486cd3ff80d402871fc7c"
"data/factorial_ablation/training_manifest.json","1918","fd2fdb8f0c866c1c3b4fe72cfc233ba5546ea8ae399e175c99acfbe6b20cd6e0"
"data/gaussian_observation_study/episode_results.csv","2636074","6ba45cb1fd6b4cba591562c95930891c89db996202e2c5b2cd1cbca3a55d8502"
"data/gaussian_observation_study/method_summary.csv","10990","05918e37d29320578ff90dbcde005508c2470c581feb4bf852478737e3abc84e"
"data/gaussian_observation_study/paired_deltas.csv","3194189","115bd24623144af442760017546657254873a9b4fd102a456ca110a55428b216"
"data/gaussian_observation_study/paired_summary.csv","14465","11f807f0a7fc69949482b2f537ba94402c55025e6f89b4929f7de79e0d3b4e5f"
"data/gaussian_observation_study/train_config.json","576","b6bffc7c002902824df3fd0261d9cc1af5683b1578ca819d2597e83d509a67d2"
"data/gazebo_boundary/eight_robot_paired_differences.csv","1633","2cd9345c3896329ffe71352a2de4b019a78e33df064615ff94d454ff280d8fc0"
"data/gazebo_boundary/eight_robot_seed_results.csv","5895","6b2595fe039b06ca299b3189814e51945e1e5ccf2380c46ffcfbd6916186472c"
"data/legacy_main/selected_episode_results.csv","384132","7c60f0cd962cf9af80dca8811f4a2ba3efc877330f58e3667f7edd2b624f8fd1"
"data/prediction_quality/case_summary.csv","176665","68309da83d5808a17d70877b8e65e178ba43e864fc37489ca8c29cf34dac4f37"
"data/prediction_quality/paired_summary.csv","1772","42d8d9e22d9eb35ed2a41ebeab39eb542303b0d57d431fa3d0bb93cea7f04fc1"
"data/prediction_quality/summary.csv","631","1f6b7da208f073c65dcb6cda51fa7dab4ebc329dd814b9f19dc6e318658e67bd"
"data/ros2_gazebo_rviz/gazebo_capture.png","46948","5ce1d5f3860452650e957151cf8a04272a13305453b5171357c54b4fc1dcd8dd"
"data/ros2_gazebo_rviz/ground_truth_bridge.csv","799375","6788ba0a8eca75a5dd852321eac81ec4e51d97253a23cf5e3b06b70031f56f89"
"data/ros2_gazebo_rviz/gui_states.csv","969596","1619768d4c7bed8dbd1de2d907b7158bdaca4ed923b8cbc29324a2a46863c687"
"data/ros2_gazebo_rviz/icgp_pairwise_distances.csv","500024","13039d2d503775a9af3bd72031bf025131a1d205a21e553a81816704dd5cd0d9"
"data/ros2_gazebo_rviz/icgp_states.csv","743796","c17b091a95fb6beced7bd9d27108984481c82623627a446e8cd075a139258a0f"
"data/ros2_gazebo_rviz/live_pairwise_distances.csv","393707","555ead6f828151c5733dadf412a7ba9a714013a99f684bba4cd7673a3f0f1f58"
"data/ros2_gazebo_rviz/metrics_panel.png","159656","30817723cdf3ab0f6fed7211f9bf7e857c5c7b01e9ba5de1e49f293114a4cb01"
"data/ros2_gazebo_rviz/minimum_distance_timeseries.csv","216258","e220a76ac3b6c026200aa3b33ce55baa46fc036feb3f17d3e868b71a3f9b4378"
"data/ros2_gazebo_rviz/passive_pairwise_distances.csv","420128","b88cb55b3b3be406b1a7ebeb3cf8305b1f9c7d6a481b58c5df7c6876140aaed1"
"data/ros2_gazebo_rviz/passive_states.csv","573304","f0b121aa02e460472b9d86e061620fe18fecdfebbc63851db81d458d1c272f9a"
"data/ros2_gazebo_rviz/planner_decisions.csv","105025","de10abb73a711fff4be84c979e6c01592917c70cad343cd04ddbeeb75a4b4a47"
"data/ros2_gazebo_rviz/portable_metadata.json","591","c3d3e01fc1dc4112354ef17f53dcfbc9d5ac97c76f6f2459d6381ffceb4b63e6"
"data/ros2_gazebo_rviz/progress_timeseries.csv","222044","6b11c092940f163c39c64fcc055771014120ab6301223ac586e78b3ebc92d9a9"
"data/ros2_gazebo_rviz/residual_passive_pairwise_distances.csv","408014","0884b47f15fe5fbb3ff8c8f868d6be30ccd607054d4161aa33b2851abb8cdd8e"
"data/ros2_gazebo_rviz/residual_passive_states.csv","558871","24420d43e103798e921130f281b25e5e378d9645c6539f9ae5cb66e4f5961519"
"data/ros2_gazebo_rviz/rviz_capture.png","46309","eb3a8e0dd851f931dde34055d8f8f3fdcd18f224ec83fec8ab171228bd024922"
"data/ros2_gazebo_rviz/safety_events.csv","315","31eb88bcb6b911a7600c9f9df997189222398c3ea3347b9e4fcf916236f11881"
"data/ros2_gazebo_rviz/single_seed_method_summary.csv","512","ca45e9f7f12ec186fad553f0bb7a74481ccf3326215c5c7f6cc629f086d18af7"
"data/ros2_gazebo_rviz/system_diagnostic.pdf","201022","1ffdb736f36358e9d34c07b4e7b42e425d6115c5668f55a027d5015e3bba6f83"
"data/ros2_gazebo_rviz/system_diagnostic.png","615494","e3e5fb680356ddbf0bec77ac5ea8f1e8ee8dfb4491cf5ac40fe7c784a20b397d"
"data/ros2_gazebo_rviz/timeseries_panel.pdf","28887","bf7102f626c7f1cd6f8b8e0e2ebabde1667995184741adcccab488c84f19f78e"
"data/ros2_gazebo_rviz/trajectory_panel.pdf","36268","f117537fa288a0d935e65215b5ab6b3fdcd501f0e91fb8df3cefa3c6ded32add"
"data/short_dropout_probability_005/episode_results.csv","1126565","cf00ddbdbb4456bab5dc2e8d5c21c736afba51013679538673d64d1b7eb8e552"
"data/short_dropout_probability_005/method_summary.csv","5477","653877af64b48b7595876f0ab3a07e52efd386e8a2f1159d00dda0d69bf2e55e"
"data/short_dropout_probability_005/paired_deltas.csv","1589313","3c68890246534d0a671b7a2200dc6e9f8faa10df54ea1adfe997720879dc0c32"
"data/short_dropout_probability_005/paired_summary.csv","7427","e83c9f9a58d5690d928388fe1ebbe498cf155a2e8f6f659a5e1361b22a0e19f7"
"data/short_dropout_probability_010/episode_results.csv","1124667","7f5385543696ef4108d001ffdcfcede259a2aeb48df3ac2a912311ab3fdc6167"
"data/short_dropout_probability_010/method_summary.csv","5570","e9714f1e9d2e8675bbb6dfe7f8663ca6c4732afbee03d9e3261662a43d60f033"
"data/short_dropout_probability_010/paired_deltas.csv","1588281","967fecafde5302d683dd37b3acd4a64815739fb258dacdb496705a607583c5af"
"data/short_dropout_probability_010/paired_summary.csv","7366","c7a92efe9803fab673e9a4172330e7524f67767f797386eda2f81e0839967bec"
"data_provenance.json","2458","446aa5504dfede533d0a0dcbd0345bdfc5ec29330a81913001502046fe1f7c2f"
"DEPENDENCIES_AND_LICENSING.txt","1534","ddc9c6e1054a354f5095ae8c7761a76dd0a174f6a52b87a298f739ca9e1dd937"
"figure_sources/fig1/JIROS.drawio","57450","62d290a6930366374db0b0d8f48271204524fdcceba0ab28f329946ba7f73bdd"
"figure_sources/fig1/PROVENANCE.md","254","01e5e1c3dd168c21ae59ab5516f8649e93dd9f19e6af869a84fb91e9317ba9e2"
"LICENSE","1065","4bab372046128abd36e297667c550817e53843750c2dcb95fcbb703ac4be158d"
"LICENSE-DATA.md","636","ed453da3ebbe2b6b2209cc1ff05205b536a2e6ea7a35d033d02cf71e78500fd1"
"manuscript/Fig1.pdf","127627","a64f74b01414e3442ed2b6a3ac544f8da3dac86ab35393a2c36623490bbfb52f"
"manuscript/Fig2.pdf","44622","1deea9e0e89a9248df1770cbf68815b065aa769ec1a18423929bd0b059165729"
"manuscript/Fig3.pdf","52178","273c57988aec695b7497e29c47f3e006ea0b37e5adf4e50d548fe5f0f0690ad6"
"manuscript/Fig4.pdf","48372","cf5c35d62c34d6a76c973674e1ee904eb4b7a609d297e41ef464988f9664d11b"
"manuscript/Fig5.pdf","64931","ce30730fdb1f2b854a267b14f086fabeecbfcd060fe1f6a2b3a2d3b6db6d448a"
"manuscript/Fig6.pdf","44096","bc56309aaa37c07f1daefa8a8c2c9900ed5297585b4edf637216d8b6ff599507"
"manuscript/Fig7.pdf","157104","22d1b2f20ab9a7c7442d88d983e62655ff416bdaeb65cd5849cda765fbec893b"
"manuscript/ICGP_JIROS.pdf","1043264","a9af7e60d85b348de2b317570879fba69ad65e2f4025b87d2a0b8e54e7ff74e0"
"manuscript/ICGP_JIROS.tex","80352","7d2b5e93da6738406e6321dce43e7919add51ab69837d96188fa084b32780709"
"manuscript/references.bib","26592","29a0232670212082fdb620253fc10176aa43ba15b56942144773f47482070d03"
"manuscript/sn-jnl.cls","55857","36d0c3273a59d48dc6a9c7b080dfa1ec50dc10229d8751568d1f2e490ffa5ecc"
"manuscript/sn-mathphys-num.bst","64164","b3a7c7fbcc1e7f9619de634fcea2f5bb7a245818a5942bc576e40ea001633332"
"README.md","2961","208ca54f24d095ed830524954bae18bc80fbf02a833e89d5c264c6f306e31583"
"release_metadata.json","614","d6c36e2c40f3e1a8a5b880438336e86e71d469cc510649d8c0bbccb060d69931"
"requirements.txt","31","14307394bf810383fb8b4cad2f9d3992ca86e3413a133cac5fbb512fc3e7057f"
"Supplementary_Materials_Guide.pdf","130829","ef0922c8f8bc2ee930bdf05d5dad88dc7d32049e050f6a869a2643edda0edc3e"
